"cdate","cp","pctlead","pctlag1","moydow"
"1984-04-03",157.660004,-0.076120129998206,-0.20255222692879,"04_2"
"1984-04-04",157.539993,-1.58689863595462,-0.076120129998206,"04_3"
"1984-04-05",155.039993,0.28379967741613,-1.58689863595462,"04_4"
"1984-04-06",155.479996,-0.0192944435115651,0.28379967741613,"04_5"
"1984-04-09",155.449997,0.270182057320974,-0.0192944435115651,"04_1"
"1984-04-10",155.869995,-0.558154248994483,0.270182057320974,"04_2"
"1984-04-11",155,1.76128774193548,-0.558154248994483,"04_3"
"1984-04-12",157.729996,-0.266276555285015,1.76128774193548,"04_4"
"1984-04-13",157.309998,0.642050100337549,-0.266276555285015,"04_5"
"1984-04-16",158.320007,0.410557081392747,0.642050100337549,"04_1"
"1984-04-17",158.970001,-0.67308737074236,0.410557081392747,"04_2"
"1984-04-18",157.899994,0.0760038027613907,-0.67308737074236,"04_3"
"1984-04-19",158.020004,-0.77205478364625,0.0760038027613907,"04_4"
"1984-04-23",156.800003,0.809951515115724,-0.77205478364625,"04_1"
"1984-04-24",158.070007,0.366917804969787,0.809951515115724,"04_2"
"1984-04-25",158.649994,1.04003092493027,0.366917804969787,"04_3"
"1984-04-26",160.300003,-0.255772920977434,1.04003092493027,"04_4"
"1984-04-27",159.889999,0.10007129964396,-0.255772920977434,"04_5"
"1984-04-30",160.050003,1.01842547294422,0.10007129964396,"04_1"
"1984-05-01",161.679993,0.136071876252491,1.01842547294422,"05_2"
"1984-05-02",161.899994,-0.432363820841152,0.136071876252491,"05_3"
"1984-05-03",161.199997,-1.29652359732983,-0.432363820841152,"05_4"
"1984-05-04",159.110001,0.226258561836088,-1.29652359732983,"05_5"
"1984-05-07",159.470001,0.658432929965307,0.226258561836088,"05_1"
"1984-05-08",160.520004,-0.255421747933665,0.658432929965307,"05_2"
"1984-05-09",160.110001,-0.0687033909893056,-0.255421747933665,"05_3"
"1984-05-10",160,-0.943746875000002,-0.0687033909893056,"05_4"
"1984-05-11",158.490005,-0.624648223085106,-0.943746875000002,"05_5"
"1984-05-14",157.5,0.317460317460317,-0.624648223085106,"05_1"
"1984-05-15",158,-0.00632594936709084,0.317460317460317,"05_2"
"1984-05-16",157.990005,-0.898789768378065,-0.00632594936709084,"05_3"
"1984-05-17",156.570007,-0.504571734482965,-0.898789768378065,"05_4"
"1984-05-18",155.779999,-0.674029404763319,-0.504571734482965,"05_5"
"1984-05-21",154.729996,-0.549338216230542,-0.674029404763319,"05_1"
"1984-05-22",153.880005,-0.474402765973408,-0.549338216230542,"05_2"
"1984-05-23",153.149994,-1.25367161294175,-0.474402765973408,"05_3"
"1984-05-24",151.229996,0.257884685786799,-1.25367161294175,"05_4"
"1984-05-25",151.619995,-0.877194330470713,0.257884685786799,"05_5"
"1984-05-29",150.289993,0.0399314676925947,-0.877194330470713,"05_2"
"1984-05-30",150.350006,0.133020945805613,0.0399314676925947,"05_3"
"1984-05-31",150.550003,1.78678309292361,0.133020945805613,"05_4"
"1984-06-01",153.240005,0.717822346716849,1.78678309292361,"06_5"
"1984-06-04",154.339996,-0.447066229028554,0.717822346716849,"06_1"
"1984-06-05",153.649994,0.885129224281005,-0.447066229028554,"06_2"
"1984-06-06",155.009995,-0.0580588367866285,0.885129224281005,"06_3"
"1984-06-07",154.919998,0.161373614270251,-0.0580588367866285,"06_4"
"1984-06-08",155.169998,-1.35979894773214,0.161373614270251,"06_5"
